county_fips,state_name,state_abbreviation,county_name,population_year,population,county_pop_lat,county_pop_lon
19005,Iowa,IA,Allamakee County,2020,13642,43.252971,-91.424666
19007,Iowa,IA,Appanoose County,2020,12430,40.741263,-92.864736
19009,Iowa,IA,Audubon County,2020,5481,41.675889,-94.925447
19011,Iowa,IA,Benton County,2020,25414,42.063318,-92.013224
19013,Iowa,IA,Black Hawk County,2020,130786,42.490203,-92.371823
19015,Iowa,IA,Boone County,2020,26277,42.026244,-93.892234
19017,Iowa,IA,Bremer County,2020,25311,42.740346,-92.380644
19019,Iowa,IA,Buchanan County,2020,21287,42.485131,-91.901151
19021,Iowa,IA,Buena Vista County,2020,19772,42.676706,-95.184276
19023,Iowa,IA,Butler County,2020,14333,42.701602,-92.758281
19025,Iowa,IA,Calhoun County,2020,9473,42.39777,-94.623136
19027,Iowa,IA,Carroll County,2020,19914,42.039464,-94.867705
19029,Iowa,IA,Cass County,2020,12817,41.366511,-94.977671
19031,Iowa,IA,Cedar County,2020,18485,41.756005,-91.140417
19033,Iowa,IA,Cerro Gordo County,2020,42103,43.135215,-93.246094
19035,Iowa,IA,Cherokee County,2020,11190,42.751226,-95.591945
19037,Iowa,IA,Chickasaw County,2020,11834,43.038731,-92.342818
19039,Iowa,IA,Clarke County,2020,9353,41.034765,-93.783471
19041,Iowa,IA,Clay County,2020,15976,43.127356,-95.159334
19043,Iowa,IA,Clayton County,2020,17321,42.860683,-91.321185
19045,Iowa,IA,Clinton County,2020,46392,41.85214,-90.341188
19047,Iowa,IA,Crawford County,2020,16834,42.026696,-95.357453
19049,Iowa,IA,Dallas County,2020,96963,41.63071,-93.900601
19051,Iowa,IA,Davis County,2020,9051,40.762552,-92.418319
19053,Iowa,IA,Decatur County,2020,7769,40.7123,-93.817087
19055,Iowa,IA,Delaware County,2020,16937,42.48163,-91.383944
19057,Iowa,IA,Des Moines County,2020,38708,40.83528,-91.143273
19059,Iowa,IA,Dickinson County,2020,17549,43.388953,-95.13457
19061,Iowa,IA,Dubuque County,2020,97590,42.493174,-90.762181
19063,Iowa,IA,Emmet County,2020,9095,43.395995,-94.758292
19065,Iowa,IA,Fayette County,2020,19258,42.821543,-91.855649
19067,Iowa,IA,Floyd County,2020,15480,43.075216,-92.751462
19069,Iowa,IA,Franklin County,2020,9971,42.754609,-93.239282
19071,Iowa,IA,Fremont County,2020,6729,40.753742,-95.61682
19073,Iowa,IA,Greene County,2020,8795,42.029106,-94.379873
19075,Iowa,IA,Grundy County,2020,12217,42.380481,-92.74725
19077,Iowa,IA,Guthrie County,2020,10737,41.665841,-94.427743
19079,Iowa,IA,Hamilton County,2020,14716,42.406602,-93.767483
19081,Iowa,IA,Hancock County,2020,10507,43.092307,-93.702645
19083,Iowa,IA,Hardin County,2020,16575,42.436347,-93.217057
19085,Iowa,IA,Harrison County,2020,13928,41.662605,-95.804509
19087,Iowa,IA,Henry County,2020,19697,40.977985,-91.536903
19089,Iowa,IA,Howard County,2020,9176,43.361965,-92.229323
19091,Iowa,IA,Humboldt County,2020,9473,42.74657,-94.216617
19093,Iowa,IA,Ida County,2020,6833,42.393275,-95.505485
19095,Iowa,IA,Iowa County,2020,16138,41.701021,-92.039141
19097,Iowa,IA,Jackson County,2020,19205,42.141478,-90.567631
19099,Iowa,IA,Jasper County,2020,37148,41.678058,-93.071446
19101,Iowa,IA,Jefferson County,2020,18347,41.0126,-91.965837
19103,Iowa,IA,Johnson County,2020,153740,41.683587,-91.561297
19105,Iowa,IA,Jones County,2020,20617,42.138137,-91.200459
19107,Iowa,IA,Keokuk County,2020,10085,41.324434,-92.175246
19109,Iowa,IA,Kossuth County,2020,14680,43.143304,-94.221417
19111,Iowa,IA,Lee County,2020,33480,40.560694,-91.397058
19113,Iowa,IA,Linn County,2020,227854,42.008475,-91.648388
19115,Iowa,IA,Louisa County,2020,11011,41.225338,-91.262742
19117,Iowa,IA,Lucas County,2020,8518,41.022124,-93.312469
19119,Iowa,IA,Lyon County,2020,11756,43.385476,-96.227293
19121,Iowa,IA,Madison County,2020,16521,41.348668,-93.986828
19123,Iowa,IA,Mahaska County,2020,22370,41.311761,-92.642121
19125,Iowa,IA,Marion County,2020,33168,41.357268,-93.041685
19127,Iowa,IA,Marshall County,2020,39495,42.030436,-92.938195
19129,Iowa,IA,Mills County,2020,14766,41.050907,-95.693733
19131,Iowa,IA,Mitchell County,2020,10647,43.334548,-92.806056
19133,Iowa,IA,Monona County,2020,8598,42.062618,-95.988903
19135,Iowa,IA,Monroe County,2020,7770,41.033761,-92.825194
19137,Iowa,IA,Montgomery County,2020,9935,41.009252,-95.169719
19139,Iowa,IA,Muscatine County,2020,42394,41.465516,-91.077769
19141,Iowa,IA,O'Brien County,2020,13679,43.129231,-95.695369
19143,Iowa,IA,Osceola County,2020,5987,43.387203,-95.680973
19145,Iowa,IA,Page County,2020,15073,40.746972,-95.18737
19147,Iowa,IA,Palo Alto County,2020,8845,43.101085,-94.688602
19149,Iowa,IA,Plymouth County,2020,25219,42.748026,-96.203038
19151,Iowa,IA,Pocahontas County,2020,6607,42.744042,-94.707002
19153,Iowa,IA,Polk County,2020,494281,41.630973,-93.640161
19155,Iowa,IA,Pottawattamie County,2020,93328,41.278455,-95.793721
19157,Iowa,IA,Poweshiek County,2020,18381,41.712452,-92.624981
19159,Iowa,IA,Ringgold County,2020,4801,40.737978,-94.237092
19161,Iowa,IA,Sac County,2020,9603,42.375251,-95.089639
19163,Iowa,IA,Scott County,2020,173216,41.564701,-90.562663
19165,Iowa,IA,Shelby County,2020,11430,41.662626,-95.323287
19167,Iowa,IA,Sioux County,2020,35043,43.080798,-96.168012
19169,Iowa,IA,Story County,2020,98237,42.025138,-93.604943
19171,Iowa,IA,Tama County,2020,16801,42.062413,-92.544085
19173,Iowa,IA,Taylor County,2020,6092,40.753586,-94.679758
19175,Iowa,IA,Union County,2020,12157,41.054756,-94.318333
19177,Iowa,IA,Van Buren County,2020,7069,40.744223,-91.9425
19179,Iowa,IA,Wapello County,2020,34985,41.01642,-92.418914
19181,Iowa,IA,Warren County,2020,52265,41.406851,-93.59569
19183,Iowa,IA,Washington County,2020,21992,41.36513,-91.694181
19185,Iowa,IA,Wayne County,2020,6415,40.733312,-93.304145
19187,Iowa,IA,Webster County,2020,35934,42.481229,-94.179502
19189,Iowa,IA,Winnebago County,2020,10277,43.341509,-93.663927
19191,Iowa,IA,Winneshiek County,2020,19862,43.281108,-91.813199
19193,Iowa,IA,Woodbury County,2020,103138,42.483312,-96.346057
19195,Iowa,IA,Worth County,2020,7359,43.369395,-93.250422
19197,Iowa,IA,Wright County,2020,12416,42.732971,-93.756208
20001,Kansas,KS,Allen County,2020,12399,37.896945,-95.369299
20003,Kansas,KS,Anderson County,2020,7949,38.251801,-95.263194
20005,Kansas,KS,Atchison County,2020,16015,39.555375,-95.179178
20007,Kansas,KS,Barber County,2020,4358,37.211909,-98.557795
20009,Kansas,KS,Barton County,2020,25658,38.396452,-98.758293
20011,Kansas,KS,Bourbon County,2020,14435,37.845974,-94.74969
20013,Kansas,KS,Brown County,2020,9482,39.805025,-95.551814
20015,Kansas,KS,Butler County,2020,66992,37.725409,-96.998416
20017,Kansas,KS,Chase County,2020,2586,38.358243,-96.558298
20019,Kansas,KS,Chautauqua County,2020,3230,37.115752,-96.228073
20021,Kansas,KS,Cherokee County,2020,19681,37.114829,-94.751773
20023,Kansas,KS,Cheyenne County,2020,2600,39.769323,-101.738105
20025,Kansas,KS,Clark County,2020,1963,37.295814,-99.886596
20027,Kansas,KS,Clay County,2020,8025,39.354339,-97.122486
20029,Kansas,KS,Cloud County,2020,8642,39.534859,-97.635798
20031,Kansas,KS,Coffey County,2020,8158,38.249078,-95.741618
20033,Kansas,KS,Comanche County,2020,1690,37.233664,-99.373186
20035,Kansas,KS,Cowley County,2020,34628,37.174611,-96.998324
20037,Kansas,KS,Crawford County,2020,38730,37.438266,-94.7294
20039,Kansas,KS,Decatur County,2020,2776,39.804241,-100.484406
20041,Kansas,KS,Dickinson County,2020,18266,38.886003,-97.152163
20043,Kansas,KS,Doniphan County,2020,7496,39.787452,-95.071482
20045,Kansas,KS,Douglas County,2020,122530,38.942491,-95.254202
20047,Kansas,KS,Edwards County,2020,2750,37.913197,-99.352792
20049,Kansas,KS,Elk County,2020,2507,37.423677,-96.239093
20051,Kansas,KS,Ellis County,2020,28671,38.882209,-99.33056
20053,Kansas,KS,Ellsworth County,2020,6034,38.725437,-98.268083
20055,Kansas,KS,Finney County,2020,35917,37.977247,-100.863049
20057,Kansas,KS,Ford County,2020,33094,37.753005,-99.995544
20059,Kansas,KS,Franklin County,2020,25703,38.603543,-95.260331
20061,Kansas,KS,Geary County,2020,32218,39.040483,-96.838826
20063,Kansas,KS,Gove County,2020,2621,39.047079,-100.377761
20065,Kansas,KS,Graham County,2020,2389,39.358245,-99.855616
20067,Kansas,KS,Grant County,2020,7077,37.5803,-101.351337
20069,Kansas,KS,Gray County,2020,5954,37.724149,-100.41222
20071,Kansas,KS,Greeley County,2020,1196,38.483554,-101.75809
20073,Kansas,KS,Greenwood County,2020,5868,37.86192,-96.224546
20075,Kansas,KS,Hamilton County,2020,2425,37.98058,-101.760588
20077,Kansas,KS,Harper County,2020,5336,37.215327,-98.049886
20079,Kansas,KS,Harvey County,2020,34291,38.046133,-97.385852
20081,Kansas,KS,Haskell County,2020,3923,37.495003,-100.890178
20083,Kansas,KS,Hodgeman County,2020,1779,38.085859,-99.860111
20085,Kansas,KS,Jackson County,2020,13171,39.402316,-95.752833
20087,Kansas,KS,Jefferson County,2020,19032,39.210953,-95.397515
20089,Kansas,KS,Jewell County,2020,2833,39.777619,-98.198884
20091,Kansas,KS,Johnson County,2020,607220,38.924917,-94.74028
20093,Kansas,KS,Kearny County,2020,3745,37.951553,-101.241668
20095,Kansas,KS,Kingman County,2020,6974,37.610271,-98.098032
20097,Kansas,KS,Kiowa County,2020,2456,37.596001,-99.252324
20099,Kansas,KS,Labette County,2020,19586,37.259854,-95.262437
20101,Kansas,KS,Lane County,2020,1518,38.504037,-100.483456
20103,Kansas,KS,Leavenworth County,2020,82246,39.235131,-94.959483
20105,Kansas,KS,Lincoln County,2020,2986,39.035018,-98.186195
20107,Kansas,KS,Linn County,2020,9654,38.239616,-94.800975
20109,Kansas,KS,Logan County,2020,2732,39.095505,-100.926219
20111,Kansas,KS,Lyon County,2020,33045,38.416218,-96.179071
20113,Kansas,KS,McPherson County,2020,28448,38.382645,-97.646747
20115,Kansas,KS,Marion County,2020,11652,38.324759,-97.127531
20117,Kansas,KS,Marshall County,2020,9652,39.800334,-96.573914
20119,Kansas,KS,Meade County,2020,4029,37.292242,-100.396822
20121,Kansas,KS,Miami County,2020,34334,38.59519,-94.831014
20123,Kansas,KS,Mitchell County,2020,5879,39.454259,-98.175023
20125,Kansas,KS,Montgomery County,2020,31502,37.143444,-95.693859
20127,Kansas,KS,Morris County,2020,5559,38.694353,-96.580894
20129,Kansas,KS,Morton County,2020,2538,37.043233,-101.839949
20131,Kansas,KS,Nemaha County,2020,10121,39.829396,-95.966204
20133,Kansas,KS,Neosho County,2020,15929,37.623786,-95.396193
20135,Kansas,KS,Ness County,2020,2768,38.488256,-99.897783
20137,Kansas,KS,Norton County,2020,5328,39.823509,-99.876722
20139,Kansas,KS,Osage County,2020,15770,38.69917,-95.713116
20141,Kansas,KS,Osborne County,2020,3439,39.425897,-98.70518
20143,Kansas,KS,Ottawa County,2020,5712,39.096394,-97.682444
20145,Kansas,KS,Pawnee County,2020,6366,38.179763,-99.146961
20147,Kansas,KS,Phillips County,2020,5181,39.759486,-99.348626
20149,Kansas,KS,Pottawatomie County,2020,24722,39.251686,-96.33228
20151,Kansas,KS,Pratt County,2020,9127,37.644796,-98.730599
20153,Kansas,KS,Rawlins County,2020,2511,39.807174,-101.050328
20155,Kansas,KS,Reno County,2020,61793,38.051647,-97.931921
20157,Kansas,KS,Republic County,2020,4536,39.817926,-97.659057
20159,Kansas,KS,Rice County,2020,9362,38.320382,-98.199928
20161,Kansas,KS,Riley County,2020,73202,39.190165,-96.632699
20163,Kansas,KS,Rooks County,2020,4827,39.321747,-99.314019
20165,Kansas,KS,Rush County,2020,2947,38.527827,-99.281229
20167,Kansas,KS,Russell County,2020,6804,38.904216,-98.830598
20169,Kansas,KS,Saline County,2020,53926,38.814764,-97.605555
20171,Kansas,KS,Scott County,2020,4790,38.481571,-100.913146
20173,Kansas,KS,Sedgwick County,2020,519907,37.680274,-97.344401
20175,Kansas,KS,Seward County,2020,21038,37.051087,-100.918722
20177,Kansas,KS,Shawnee County,2020,175999,39.034791,-95.70642
20179,Kansas,KS,Sheridan County,2020,2520,39.368138,-100.463426
20181,Kansas,KS,Sherman County,2020,5777,39.350879,-101.726039
20183,Kansas,KS,Smith County,2020,3544,39.770601,-98.805593
20185,Kansas,KS,Stafford County,2020,4046,38.005058,-98.733842
20187,Kansas,KS,Stanton County,2020,1969,37.565288,-101.757368
20189,Kansas,KS,Stevens County,2020,5388,37.187134,-101.322527
20191,Kansas,KS,Sumner County,2020,22578,37.303365,-97.406734
20193,Kansas,KS,Thomas County,2020,7702,39.384652,-101.050188
20195,Kansas,KS,Trego County,2020,2758,39.003745,-99.881419
20197,Kansas,KS,Wabaunsee County,2020,6906,38.989699,-96.178614
20199,Kansas,KS,Wallace County,2020,1536,38.885844,-101.761619
20201,Kansas,KS,Washington County,2020,5427,39.779333,-97.048777
20203,Kansas,KS,Wichita County,2020,2074,38.494577,-101.349638
20205,Kansas,KS,Wilson County,2020,8362,37.511439,-95.739728
20207,Kansas,KS,Woodson County,2020,3015,37.876072,-95.734987
20209,Kansas,KS,Wyandotte County,2020,165265,39.106037,-94.712826
21001,Kentucky,KY,Adair County,2020,19555,37.107461,-85.279614
21003,Kentucky,KY,Allen County,2020,21303,36.750247,-86.210146
21005,Kentucky,KY,Anderson County,2020,22833,38.027987,-84.925674
21007,Kentucky,KY,Ballard County,2020,7769,37.043622,-88.976977
21009,Kentucky,KY,Barren County,2020,44300,36.995284,-85.932308
21011,Kentucky,KY,Bath County,2020,12481,38.138461,-83.740644
21013,Kentucky,KY,Bell County,2020,25482,36.680915,-83.704482
21015,Kentucky,KY,Boone County,2020,135396,38.98489,-84.679025
21017,Kentucky,KY,Bourbon County,2020,19901,38.203999,-84.246703
21019,Kentucky,KY,Boyd County,2020,46516,38.43218,-82.666246
21021,Kentucky,KY,Boyle County,2020,30367,37.637852,-84.796828
21023,Kentucky,KY,Bracken County,2020,8286,38.701155,-84.072637
21025,Kentucky,KY,Breathitt County,2020,12550,37.518699,-83.377381
21027,Kentucky,KY,Breckinridge County,2020,20537,37.769802,-86.408099
21029,Kentucky,KY,Bullitt County,2020,82182,38.023774,-85.651735
21031,Kentucky,KY,Butler County,2020,12703,37.217537,-86.677676
21033,Kentucky,KY,Caldwell County,2020,12687,37.125483,-87.878831
21035,Kentucky,KY,Calloway County,2020,39300,36.621005,-88.306089
21037,Kentucky,KY,Campbell County,2020,94020,39.032377,-84.43929
21039,Kentucky,KY,Carlisle County,2020,4692,36.85564,-88.946335
21041,Kentucky,KY,Carroll County,2020,10730,38.669285,-85.140756
21043,Kentucky,KY,Carter County,2020,26542,38.314089,-83.034876
21045,Kentucky,KY,Casey County,2020,16066,37.301616,-84.926001
21047,Kentucky,KY,Christian County,2020,71478,36.80904,-87.477865
21049,Kentucky,KY,Clark County,2020,36463,37.986423,-84.182818
21051,Kentucky,KY,Clay County,2020,19631,37.168947,-83.750026
21053,Kentucky,KY,Clinton County,2020,10110,36.715915,-85.134458
21055,Kentucky,KY,Crittenden County,2020,8847,37.332252,-88.095021
21057,Kentucky,KY,Cumberland County,2020,6523,36.78242,-85.389745
21059,Kentucky,KY,Daviess County,2020,101978,37.74744,-87.095073
21061,Kentucky,KY,Edmonson County,2020,12235,37.192286,-86.253287
21063,Kentucky,KY,Elliott County,2020,7372,38.122973,-83.108682
21065,Kentucky,KY,Estill County,2020,14109,37.707053,-83.991852
21067,Kentucky,KY,Fayette County,2020,324735,38.020292,-84.494416
21069,Kentucky,KY,Fleming County,2020,14603,38.388871,-83.70969
21071,Kentucky,KY,Floyd County,2020,34974,37.558558,-82.739631
21073,Kentucky,KY,Franklin County,2020,51118,38.195366,-84.867159
21075,Kentucky,KY,Fulton County,2020,5952,36.538105,-89.037154
21077,Kentucky,KY,Gallatin County,2020,8779,38.764924,-84.84161
21079,Kentucky,KY,Garrard County,2020,17719,37.650334,-84.575312
21081,Kentucky,KY,Grant County,2020,25387,38.689235,-84.602974
21083,Kentucky,KY,Graves County,2020,36818,36.742206,-88.650728
21085,Kentucky,KY,Grayson County,2020,26480,37.471305,-86.304586
21087,Kentucky,KY,Green County,2020,10995,37.265988,-85.538897
21089,Kentucky,KY,Greenup County,2020,34865,38.554369,-82.809229
21091,Kentucky,KY,Hancock County,2020,8742,37.868558,-86.805157
21093,Kentucky,KY,Hardin County,2020,111309,37.743558,-85.915869
21095,Kentucky,KY,Harlan County,2020,25566,36.866094,-83.233711
21097,Kentucky,KY,Harrison County,2020,18920,38.414067,-84.314317
21099,Kentucky,KY,Hart County,2020,19013,37.280447,-85.887769
21101,Kentucky,KY,Henderson County,2020,44740,37.817974,-87.564516
21103,Kentucky,KY,Henry County,2020,16067,38.431401,-85.180762
21105,Kentucky,KY,Hickman County,2020,4364,36.664417,-88.956582
21107,Kentucky,KY,Hopkins County,2020,44662,37.308864,-87.521977
21109,Kentucky,KY,Jackson County,2020,13340,37.40058,-83.99243
21111,Kentucky,KY,Jefferson County,2020,767452,38.201452,-85.686197
21113,Kentucky,KY,Jessamine County,2020,54057,37.886865,-84.585374
21115,Kentucky,KY,Johnson County,2020,22002,37.83055,-82.817107
21117,Kentucky,KY,Kenton County,2020,167949,39.011076,-84.54908
21119,Kentucky,KY,Knott County,2020,14512,37.32899,-82.942339
21121,Kentucky,KY,Knox County,2020,31022,36.902733,-83.921085
21123,Kentucky,KY,Larue County,2020,14431,37.542803,-85.723173
21125,Kentucky,KY,Laurel County,2020,61238,37.091993,-84.087511
21127,Kentucky,KY,Lawrence County,2020,15436,38.08103,-82.677503
21129,Kentucky,KY,Lee County,2020,7268,37.59067,-83.702884
21131,Kentucky,KY,Leslie County,2020,9637,37.115706,-83.375998
21133,Kentucky,KY,Letcher County,2020,21213,37.146731,-82.807213
21135,Kentucky,KY,Lewis County,2020,13262,38.564103,-83.350443
21137,Kentucky,KY,Lincoln County,2020,24466,37.473356,-84.670418
21139,Kentucky,KY,Livingston County,2020,9041,37.13308,-88.351336
21141,Kentucky,KY,Logan County,2020,27416,36.85995,-86.862826
21143,Kentucky,KY,Lyon County,2020,8133,37.065487,-88.079376
21145,Kentucky,KY,McCracken County,2020,65644,37.049301,-88.649882
21147,Kentucky,KY,McCreary County,2020,17071,36.713016,-84.447421
21149,Kentucky,KY,McLean County,2020,9075,37.51555,-87.221384
21151,Kentucky,KY,Madison County,2020,94265,37.706841,-84.286723
21153,Kentucky,KY,Magoffin County,2020,12017,37.733397,-83.05709
21155,Kentucky,KY,Marion County,2020,19314,37.570129,-85.284446
21157,Kentucky,KY,Marshall County,2020,31163,36.897005,-88.34002
21159,Kentucky,KY,Martin County,2020,11031,37.835469,-82.516961
21161,Kentucky,KY,Mason County,2020,17035,38.616522,-83.789116
21163,Kentucky,KY,Meade County,2020,28616,37.934448,-86.134718
21165,Kentucky,KY,Menifee County,2020,6502,37.945274,-83.595978
21167,Kentucky,KY,Mercer County,2020,21889,37.785037,-84.848921
21169,Kentucky,KY,Metcalfe County,2020,10058,36.991045,-85.640981
21171,Kentucky,KY,Monroe County,2020,10549,36.707797,-85.723368
21173,Kentucky,KY,Montgomery County,2020,28186,38.038019,-83.91829
21175,Kentucky,KY,Morgan County,2020,13142,37.914454,-83.268935
21177,Kentucky,KY,Muhlenberg County,2020,30457,37.238082,-87.146278
21179,Kentucky,KY,Nelson County,2020,46450,37.82077,-85.459459
21181,Kentucky,KY,Nicholas County,2020,7234,38.324558,-84.022998
21183,Kentucky,KY,Ohio County,2020,23899,37.464463,-86.864724
21185,Kentucky,KY,Oldham County,2020,66999,38.37262,-85.459211
21187,Kentucky,KY,Owen County,2020,11017,38.530977,-84.831062
21189,Kentucky,KY,Owsley County,2020,4331,37.452441,-83.684827
21191,Kentucky,KY,Pendleton County,2020,14586,38.715311,-84.359235
21193,Kentucky,KY,Perry County,2020,25456,37.258832,-83.200349
21195,Kentucky,KY,Pike County,2020,57057,37.463905,-82.427149
21197,Kentucky,KY,Powell County,2020,12218,37.850733,-83.880551
21199,Kentucky,KY,Pulaski County,2020,65530,37.092146,-84.614416
21201,Kentucky,KY,Robertson County,2020,2136,38.520935,-84.050989
21203,Kentucky,KY,Rockcastle County,2020,16750,37.380898,-84.351172
21205,Kentucky,KY,Rowan County,2020,24682,38.194753,-83.444324
21207,Kentucky,KY,Russell County,2020,17998,37.030799,-85.058503
21209,Kentucky,KY,Scott County,2020,58470,38.23061,-84.568265
21211,Kentucky,KY,Shelby County,2020,49611,38.212955,-85.232229
21213,Kentucky,KY,Simpson County,2020,18635,36.732481,-86.571949
21215,Kentucky,KY,Spencer County,2020,19585,38.063166,-85.350278
21217,Kentucky,KY,Taylor County,2020,25707,37.35019,-85.342402
21219,Kentucky,KY,Todd County,2020,12448,36.812102,-87.173203
21221,Kentucky,KY,Trigg County,2020,14776,36.845549,-87.8349
21223,Kentucky,KY,Trimble County,2020,8481,38.619318,-85.332053
21225,Kentucky,KY,Union County,2020,14443,37.652277,-87.929878
21227,Kentucky,KY,Warren County,2020,134510,36.966984,-86.435806
21229,Kentucky,KY,Washington County,2020,12147,37.738213,-85.192673
21231,Kentucky,KY,Wayne County,2020,20209,36.838184,-84.845943
21233,Kentucky,KY,Webster County,2020,12923,37.502387,-87.68184
21235,Kentucky,KY,Whitley County,2020,36451,36.81409,-84.141539
21237,Kentucky,KY,Wolfe County,2020,7106,37.739826,-83.509722
21239,Kentucky,KY,Woodford County,2020,26765,38.04838,-84.726706
22001,Louisiana,LA,Acadia Parish,2020,61918,30.281563,-92.350963
22003,Louisiana,LA,Allen Parish,2020,25440,30.669443,-92.779386
22005,Louisiana,LA,Ascension Parish,2020,128665,30.254393,-90.934062
22007,Louisiana,LA,Assumption Parish,2020,21621,29.921462,-91.065854
22009,Louisiana,LA,Avoyelles Parish,2020,39966,31.057257,-92.067577
22011,Louisiana,LA,Beauregard Parish,2020,37881,30.723557,-93.282535
22013,Louisiana,LA,Bienville Parish,2020,12983,32.384335,-93.078915
22015,Louisiana,LA,Bossier Parish,2020,127275,32.560782,-93.659041
22017,Louisiana,LA,Caddo Parish,2020,237479,32.468934,-93.799201
22019,Louisiana,LA,Calcasieu Parish,2020,203310,30.225066,-93.257764
22021,Louisiana,LA,Caldwell Parish,2020,9839,32.073033,-92.10462
22023,Louisiana,LA,Cameron Parish,2020,7003,29.957137,-93.210823
22025,Louisiana,LA,Catahoula Parish,2020,9226,31.694973,-91.819992
22027,Louisiana,LA,Claiborne Parish,2020,15508,32.826371,-93.033212
22029,Louisiana,LA,Concordia Parish,2020,18914,31.59217,-91.54629
22031,Louisiana,LA,De Soto Parish,2020,27650,32.121309,-93.778284
22033,Louisiana,LA,East Baton Rouge Parish,2020,439729,30.460286,-91.100077
22035,Louisiana,LA,East Carroll Parish,2020,6589,32.76178,-91.184559
22037,Louisiana,LA,East Feliciana Parish,2020,18882,30.820502,-91.090594
22039,Louisiana,LA,Evangeline Parish,2020,33276,30.690294,-92.361543
22041,Louisiana,LA,Franklin Parish,2020,19723,32.147658,-91.695646
22043,Louisiana,LA,Grant Parish,2020,22254,31.530202,-92.53814
22045,Louisiana,LA,Iberia Parish,2020,68991,29.994245,-91.809643
22047,Louisiana,LA,Iberville Parish,2020,32070,30.271031,-91.232015
22049,Louisiana,LA,Jackson Parish,2020,15574,32.28318,-92.643028
22051,Louisiana,LA,Jefferson Parish,2020,432346,29.945816,-90.152326
22053,Louisiana,LA,Jefferson Davis Parish,2020,31208,30.241059,-92.74627
22055,Louisiana,LA,Lafayette Parish,2020,246518,30.198103,-92.042206
22057,Louisiana,LA,Lafourche Parish,2020,97596,29.690273,-90.634195
22059,Louisiana,LA,La Salle Parish,2020,15021,31.726006,-92.169582
22061,Louisiana,LA,Lincoln Parish,2020,46552,32.54964,-92.64504
22063,Louisiana,LA,Livingston Parish,2020,143737,30.482371,-90.843103
22065,Louisiana,LA,Madison Parish,2020,10635,32.397655,-91.197847
22067,Louisiana,LA,Morehouse Parish,2020,24227,32.785896,-91.888293
22069,Louisiana,LA,Natchitoches Parish,2020,37655,31.75709,-93.097426
22071,Louisiana,LA,Orleans Parish,2020,389476,29.975765,-90.05294
22073,Louisiana,LA,Ouachita Parish,2020,152439,32.516417,-92.131898
22075,Louisiana,LA,Plaquemines Parish,2020,23113,29.725873,-89.903602
22077,Louisiana,LA,Pointe Coupee Parish,2020,21529,30.664815,-91.494732
22079,Louisiana,LA,Rapides Parish,2020,128567,31.286372,-92.455336
22081,Louisiana,LA,Red River Parish,2020,8286,32.054844,-93.305198
22083,Louisiana,LA,Richland Parish,2020,20014,32.440207,-91.718666
22085,Louisiana,LA,Sabine Parish,2020,23803,31.578127,-93.564514
22087,Louisiana,LA,St. Bernard Parish,2020,47647,29.930598,-89.937252
22089,Louisiana,LA,St. Charles Parish,2020,52987,29.938266,-90.376212
22091,Louisiana,LA,St. Helena Parish,2020,10081,30.786666,-90.69352
22093,Louisiana,LA,St. James Parish,2020,20727,30.020845,-90.736628
22095,Louisiana,LA,St. John the Baptist Parish,2020,42516,30.072182,-90.511194
22097,Louisiana,LA,St. Landry Parish,2020,81440,30.51006,-92.112696
22099,Louisiana,LA,St. Martin Parish,2020,52954,30.23107,-91.83743
22101,Louisiana,LA,St. Mary Parish,2020,48330,29.738031,-91.339086
22103,Louisiana,LA,St. Tammany Parish,2020,263446,30.386936,-89.96194
22105,Louisiana,LA,Tangipahoa Parish,2020,136765,30.561075,-90.449013
22107,Louisiana,LA,Tensas Parish,2020,4178,31.960596,-91.298894
22109,Louisiana,LA,Terrebonne Parish,2020,109859,29.596253,-90.725683
22111,Louisiana,LA,Union Parish,2020,22170,32.788832,-92.398612
22113,Louisiana,LA,Vermilion Parish,2020,59378,29.998731,-92.16181
22115,Louisiana,LA,Vernon Parish,2020,47894,31.094555,-93.247162
22117,Louisiana,LA,Washington Parish,2020,45773,30.839569,-90.004137
22119,Louisiana,LA,Webster Parish,2020,37943,32.699031,-93.33816
22121,Louisiana,LA,West Baton Rouge Parish,2020,26792,30.436753,-91.266592
22123,Louisiana,LA,West Carroll Parish,2020,10646,32.827036,-91.427369
22125,Louisiana,LA,West Feliciana Parish,2020,15465,30.88834,-91.442666
22127,Louisiana,LA,Winn Parish,2020,13839,31.93058,-92.677883
23001,Maine,ME,Androscoggin County,2020,108547,44.117227,-70.202089
23003,Maine,ME,Aroostook County,2020,66804,46.701279,-68.089386
23005,Maine,ME,Cumberland County,2020,298111,43.746359,-70.305051
23007,Maine,ME,Franklin County,2020,29986,44.707449,-70.226087
23009,Maine,ME,Hancock County,2020,55088,44.471046,-68.468215
23011,Maine,ME,Kennebec County,2020,122955,44.395617,-69.748741
23013,Maine,ME,Knox County,2020,39951,44.132937,-69.161649
23015,Maine,ME,Lincoln County,2020,34775,44.034296,-69.553373
23017,Maine,ME,Oxford County,2020,58132,44.279251,-70.613787
23019,Maine,ME,Penobscot County,2020,151655,44.944506,-68.797092
23021,Maine,ME,Piscataquis County,2020,16996,45.242662,-69.256082
23023,Maine,ME,Sagadahoc County,2020,36044,43.956845,-69.87153
23025,Maine,ME,Somerset County,2020,50635,44.820189,-69.685299
23027,Maine,ME,Waldo County,2020,39923,44.490052,-69.086146
